,message,cyberbullying
1461,eda yla kerem in sinan ın evinde bi yerlerde sevişmesinde sorun yok osman ın sinan platonik aşkında sorun var ,0
1462,yapılır bize seni devlet başkanı yapacaktık ,0
1463,dizilerde kadar tecavüz taciz şiddet içerikli sahneler varken osman ın eşcinsel muhbeti kadar gündem oldu ,0
1464,eda öğretmeniyle sevişir sorun yok osman eşcinsel sorun var amk kafaya bak hangi kafa ,0
1465,okuldaki salaklara karşı ben ,0
1466,bardakta mısır satışı yaparak kadar kazanç elde edersiniz ,0
1467,kadın şiddeti içeren diziyi sansürlemeden ekranlara koyarken bir eşcinsel hikayesi anlatan diziyi yayınlatmaman ,0
1468,sevgilinle fındık yiyebilirdin ,0
1469,metafor nasi gerçek çikti ,0
1470,televizyonlarda çarpık ilişkili şiddet eğilimli tecavüz taciz sahneleri olan birsürü dizi varken gay karakterin dizisi yapılamadı ,0
1471,dr serdar savaş cumhurbaşkanlığı na adaylığını açıkladı ,0
1472,ağzında baklayı çıkarmış ha şöyle yola gel ,0
1473,kazanamayacaksın üstüne sana oy atacak bir kısım gençle karşı durduğun bozuk düzenin ekmeğine yağ sürüyorsun ,0
1474,serdar savaş cumhurbaşkanlığına adaylığını açıklamış haydi milyonların umudu ajdar sıra sende ,0
1475,hareketlere üsluba bakın dr serdar savaş karşısındaki profesöre geri zek lı hakaret ediyor ,0
1476,gençler gaz verdiyse artık adam cumhurbaşkanı adayı olacak ,0
1477,bir ben kaldım aday olmayan evet arkadaşlar an itibariyle eksik kalmıyor ,0
1478,güne kadar güzel bir haber başlamak mükemmel ,0
1479,bi dur allahını seversen zaten ortalık karışık ,0
1480,yaş altı vakaların birinin ölmeyeceğine bahse girerim sterseniz hepinizle bahse girerim ,0
1481,yarrak isteyen bayanlar dm ye gl ,0
1482,güven sikici swinger mature ,0
1483,sikiş ,0
1484,erotik ,0
1485,sanalsex ,0
1486,azgın sikici ,0
1487,sikiş ,0
1488,bok yiyin yarrak yiyin yeter be ,0
1489,sanal seven telde konuşabilecek kizlar dm sikici sikiş erotik sex sik am seks sanalsex ,0
1490,yarrak olsam öper başıma korum diyecem olay çirkinleşiyor ,0
1491,yarrak mümkün ,0
1492,şte sünnetsiz yrak ,0
1493,ben yarrak çiziyorum ,0
1494,hiphpopcilarda böyle bi yarrak var sgarlar ha ,0
1495,yarrak isteyen bayanlar dm ye canm ,0
1496,yarrak kafalı seni ,0
1497,batman gerçek bir escort ücretli seks yapan bir bayan numarası atabilenler ,0
1498,yarrak koy iyi ,0
1499,tc insanı yine yarrak kıyaslama yapmış ,0
1500,yarrak adamlar blok ,0
1501,hayır annem bize dedi yrak yalayın ,0
1502,fazla yarrak denk gelir oda benlk ,0
1503,azgınn kapalı bi kadın var ,0
1504,yarrak oyuncuyu basimiza bela tiler ,0
1505,çocuğuna yarrak isim koyarsın amk ,0
1506,yarrak adam sevmeyende bileyim ,0
1507,kere fiziksel tacize maruz kaldım ikisinde yanımda arkadaşlarım vardı işlek semtler normal saatlerde ,0
1508,türlü yarrağıma benziyor tıraşlı yrak tıraşsız yarrak ,0
1509,yarrak kelimesi türkçe önüne geldiği olumsuzluk eki getirir ,0
1510,yarrak sabah dedim boşverin günüm şimdiden güzleşti ,0
1511,buyuk kalin yarrak icinize girdiginde zevki atirmaz cok aci verir ,0
1512,got deligi ,0
1513,yarrak sabah ,0
1514,he yarrak an ,0
1515,got karılar benden yarrak yok lah ından bulsunlar ,0
1516,yarrak kafalı kız takipten çıkıp beni stalklıyosun ,0
1517,yarrak yesek iyi amk ,0
1518,yarrak bir yer olmuş beton seveni sikm ,0
1519,yarrak side yaptı orospu evladi seni borç var basketin yaptıgı max senin kafanı sikim ,0
1520,amcık sensin yarrak barış manço şarkısı gayet iyidir ,0
1521,yarrak kafalı ,0
1522,sende sene önce ananın amındaydın bak şimdi yine amcık amcık konuşuyorsun ,0
1523,gerçekten sikilmek isteyen reel stanbul yok ,0
1524,memeni ağzıma vermek ister misin ,0
1525,azdım azgın sanal seks ensest ,0
1526,bak bak amcık ağızlılara bak lise böyle bir yer değil demişler ulan salaklar bunu izleyenler liseye gidiyor ,0
1527,of yalanır şimdi amcık ,0
1528,zaman görüş belirtsem yanık diyon amcık seni alev topuna dönmüş yarragımın üstüne oturtacam ilk fırsta ,0
1529,gercekten sikişmek isteyen kişi herturlu yarak bulur erkekler amcik bulamaz onlar icin zor ,0
1530,amcık süper ,0
1531,salak amcık ,0
1532,dobralığı amcık ,0
1533,küfür ederiz böyle yaratıcıdır benim favorim amcık beyinli mükemel linç yeriz uzun lafın kısası ,0
1534,aminakoyim neyin bilgisizligi amcik seni kusura bakma aminakoyim ,0
1535,amcik mes beni engelledi bi kafam rahatladı keske önceden ben yapsaymısım ,0
1536,kopmalık amcık şarkılar ,0
1537,amcık sence gelebilsek kadar ay bekler miydik sadece soruyorum ,0
1538,amcık cevap yanlıs kisiye cevap yazdım sandım ,0
1539,gerizekalı amcık sence böyle bir mümkün olabilir mi ,0
1540,amcık hasta yanlız ,0
1541,boyle hayatin neyine sukredeyim amcik orospu evladi ben bi baskasi yarini nasil gecircez ayi cikarabilcez ,0
1542,çekmeye li zaman oldu amcık sikiyoruz zaten ,0
1543,yapiyorsun amcik ,0
1544,güzel olmadığınız kadar amcık beyinliler tarafından abartılıyorsunuz ,0
1545,sanada günaydın amcık günüm iyi senin ,0
1546,ben gorduysem sen gor amcik ,0
1547,amcık playliste şarkı ekledim karışığa bastığımda itina sürekli eski şarkıları açma artık amk ,0
1548,sg gunese falan sık sen amcik ,0
1549,acarlar merak etme sende güzel amcik varken ,0
1550,statistik kurumu saymayıp napsın amcık ,0
1551,tam kadromuyduk gecen sene amcik ardada olmasa beni sokcaktilar kalece eksikle cikmistik maca ,0
1552,amcık tw kaydırmış fotoyu ,0
1553,amcik güzel yatmış öyle ,0
1554,bi sus amcik ,0
1555,amcik göt meme am göt liseli liseli sikis olgun porn türbanlı sikiş liseli kızlar brazzers liseifşa ensest sikiş türkporn ,0
1556,amına kodumun salağı gerizekalu amcık sence eşcinsellik böyle bir olabilir mi ,0
1557,lan amcık sakın hasta olma basına bela olurum ,0
1558,güzle amcik yalarım bıkmadan ,0
1559,hayırdırlan amcık zannediyorsun kendini gel sikwyim beynini ,0
1560,götünü siktiğim antifeministi vallahi kafayi yediti bana amcık kendimi kemiriyom valla sinirden duvarlara kafami vurucam ,0
1561,bok ye kocana boynuz takıyorsun amcik ,0
1562,amcik attigimda tepki vermion burda mi verdin amck ,0
1563,kullandığın platform herkese açık bir yer herkes senin saçma sapan siktiri boktan düşüncelerini görmek zorunda ,0
1564,sana bi amcık lazım ,0
1565,amcığın şişik değil doymuş bir amcık ,0
1566,amcık yalatmak isteyen varmı dilimle boşaltırım ,0
1567,amnkodumun çocuğu gerizekalı amcık sence gerçek olabilir mi ,0
1568,reddedildin amcik ,0
1569,canim ben zevkle sikerim bende sikecek amcik got ariyorum antepdeyim ,0
1570,mal amcik ,0
1571,sendeki amcik kimsede yok ,0
1572,of yalanır şimdi amcık ,0
1573,salak amcık ,0
1574,aminakoyim neyin bilgisizligi amcik seni kusura bakma aminakoyim ,0
1575,amcik boş kalır ,0
1576,merakla beklediğiniz dizinin yeni sezonu yayınlanmış ,0
1577,vaka sayılarımızda azalma sürüyor dikkatli olmalıyız azalmalar yavaş artış hızlı gerçekleşiyor ,0
1578,zmir bir uyuşturucu çetesi çökertildi ,0
1579,sokak satıcılarını koordine eden alabaylar çetesine bir ylık takip ,0
1580,ak kara değildir arada hayatın gri tonları vardır ,0
1581,hocam direnç nereleri ,0
1582,hanımefendi sizi yaptığınız gönülden tebrik ediyorum ,0
1583,pamuk oldum ,0
1584,hakkımız olanı istemekten yorulduk açiklama sti yoruz ,0
1585,söylede arkadas yazssin bi evrak ,0
1586,sana bahtsız aşık pervane kaf dağının ardındaki soylu kalpsiz şem in hikayesini anlatayım dinler misin ,0
1587,hadi ayfc dewamkee durmak yok ,0
1588,salgınla mücadelede dün yeni hastamız can kaybımız vardı hastalığa bugün yakalanacak olanların sayısını ,0
1589,şarkılar yüzünden birine aşk acısı çekiyorum kime onu bir öğrenebilsem harika olacak kendimi değil onu darlayacağım mümkünse ,0
1590,vatan insanların evidir sevgilim onlar vatana düşman ,0
1591,instagram maraş haberine alınıp bana salvolar sallayan arkadaşlar var ,0
1592,azarda adamı azdırmaya çalışan kaşar ,0
1593,arkadaşlar şöyle bir yapsak bugün herkes lira yollasa ficialin ibanına yüz kişi katilsak beraber bin lira bin kişi ,0
1594,yengeç erkeği temsili ,0
1595,yasin elenirse yarışmanın kurgu olduğuna inanmamam bir sebep kalmaz ,0
1596,desteğiniz teşekkür ederiz ,0
1597,koç ev olunca kişinin karmik geçmişten getirdiği bir özgürlük mücadele hırsı oluyor ,0
1598,ahahahahahahahahah senin siyah tişörtle değişmiştik ,0
1599,adli mahkum verilen sözlerin yerine getirilmesini bekliyor ,0
1600,normalde kelimelere karşı asla kopya muamelesi yapmam malum aynı isimle tonlarca şarkı var ,0
1601,cinsel şaka tweeti ,0
1602,soru sordum nargile mi ,0
1603,mantıklı konuşurum mantıklı hareket etmem ,0
1604,uzmanından dikkat çeken altın açıklaması ,0
1605,sabah gunaydin demeyi selamlaşmayı seviyorum sende twetercım ,0
1606,günümün aydın geçmesi temennide bulunan bulu ,0
1607,anasını bellediler içinden geçiyolar ,0
1608,tane problem çözdüm ilk gün yeterli düşünüyorum ,0
1609,birileri çoklu baro sistemine geçişe karşı çıkarken akl selim bahane bulamayınca dibini kadar zaten si ,0
1610,kanatlandı umudumun kanatları ,0
1611,bana renk ver hayat ,0
1612,bana can kat tekrardan başlat beni ,0
1613,elim ayağımın tak ti yokken ,0
1614,aşırı cringe aşırı ,0
1615,türkiye cumhuriyeti hükümeti ayasofyayı cami olarak açacak nşallah ,0
1616,ups türkiye deki iyi kargo şirketi ,0
1617,isim soyisim numara olayı bir arkadaşımın yavuklusuyla arasını bozdu salak erkekler düşünmüyorlar karşısında ,0
1618,göreve çağırıyorum daire yi mağdur etme hakkınız yok ,0
1619,röportajı izlerken benim boğazım düğümleniyor haydi herkes bir yetkili etiketlesin ,0
1620,sag ol un efenim ,0
1621,su an sakso cekebilecegim kimse yok ,0
1622,okumuşun cahili acemi çomara benzer sağa sola boşuna havlayıp sürüye kurt getirir ortalıkta kadar kurt dolanıyo ,0
1623,konut kredinde yüksek faiz ödemek istemiyoruz yapılandırma bekliyoruz ,0
1624,depreminde günlerce ankara dan sakarya gelemeyenler ,0
1625,bütün günümü meditasyona yoga spora okumaya adıyorum ,0
1626,seni hissede destekledik euyo olmadı stık artık zaten ,0
1627,yine kimin icraatına çöktü resimde flu ,0
1628,caner erkin fener olup bim tl bagislamisti ,0
1629,ben bugün kitap okudum kac gündür okuyacaktım okudum işte sevinin ,0
1630,sırf şerefsizin bulunması lütfen paylaşalım ,0
1631,denize çöp atmadan önce düşünün ,0
1632,arkadaşlar ben başladım hadi gelin hepberaber küçük olsa büyük bir başaralim ,0
1633,yorgun argın eve gelmişsin hanım tac mahal giyinmiş garip garip şovlar yapıyo esnada başka videonu çekiyo ,0
1634,neyime kalbin gücendi bilmem ,0
1635,gönül işi güç hafız güç ,0
1636,takip edeni takip ediyorum takipleşelim arkadaşlar ,0
1637,felsefe yapma ,0
1638,merhaba canım ,0
1639,harika yorumlara bir yenisi eklensin bakalım ,0
1640,posseidon değil mi la ,0
1641,merkez av komisyonu yarın toplanıyor tehlike altındaki kuşlar ilgili avcılık kararı onların geleceğini belirleyecek ,0
1642,ee horon dedim anlamadıysan faha diyim kediler uzaylıdır net ,0
1643,ulan ülfet ,0
1644,senin ondan vücudun ful kas ,0
1645,bizi yıldırmaya çalıştıkları şeylerle bizi gaza getirmeleri oylamayı açın yargi dağitacağiz ,0
1646,esmi yor esmi yor ,0
1647,çirkinliği yapabiliyorlar rahat uyku uyuyorlar anlamıyorum nefret ediyorlar ülkeden ,0
1648,nsanların yarısı sen kaybedince ben demiştim yaşar yarısı sen kazanınca ben zaten biliyordum fazla takmamak lazım ,0
1649,hangisini giyersin ,0
1650,tivitlerim kimi rahatsiz ediyosa cevirip götüne sokabilir beni ilgilendirmez ,0
1651,ah ah çektik be aşkım ayılardan ,0
1652,yıl merkezde belirlediğimiz sokağımızın asfaltlanması hedefimize adım adım ilerliyoruz ,0
1653,bir sokağımızda çalışma var ,0
1654,hshshshshs birbirinden komik olmuş ,0
1655,kedi kulaklarini zaman bize gostereceksin bebegim ,0
1656,tuvalet var ,0
1657,adana aci süt anne araniyor ,0
1658,bebek dün akşam çukurova mahmut karaaslan yiğit cami minare ye girmiş ,0
1659,mesajimizin ulaştiği herkes bugün dışarıda maskesini takıyor mesafe kuralına uymak çaba gösteriyor ,0
1660,ben kötüyüm sen iyi mi ,0
1661,bekliorm ,0
1662,yaa şaka maka kişi okuyor bide bunu ,0
1663,lezbiyenler amı götü açıyor bomba fşa ,0
1664,keşkee ,0
1665,sana deli aşığım demeyelim gıcık oluyorum diyelim ,0
1666,sen özlüyorsun ,0
1667,kemal kılıçdaroğlu nın bugünkü grup konuşmasında yalanını tespit ettik fazlası vardır ,0
1668,diyelim yalan genleri ,0
1669,aa hayir olsn ltn ,0
1670,admin seni seviyorum ,0
1671,dostum federasyon başıboş zanntin heralde işlerinde kısıtlı bir şekilde bağımlı ,0
1672,sonuna kadar subeyi güzel takimi desteklemeye devam bazi larinin dedigi umurumuzda olmayarak ,0
1673,tc nin kuruluşu partili sisteme geçişte muhalefeti belirleyen kadro komünizmle mücadele dernekleri ,0
1674,kendi ellerinle tiğin bir insanı gitti suçlayamazsın ,0
1675,sadece imtihan dersin susarsın ,0
1676,aydır düşündüğüm spor yapma fikrini sonunda uyguluyorum karar vermede ben hızlı davran ,0
1677,aldığım büyük ders hiçbir koşulda hiçbir sebeple taviz vermemem gerektiği zor zamanmış iyi değilmiş ,0
1678,aynen katılıyorum ,0
1679,trabzonspor başakşehir maçında hakemin düzenlediği operasyon nedeniyle takımımız yenilmişti ,0
1680,gergin olmamak icin sebep bulamayan var mi cidden ben tarafa baksam ana avrat kufur edicek sey bulurum ,0
1681,eğitimin kalitesini gösteren ,0
1682,hemen yaparım sade içiyorsunuz düşünüyorum ,0
1683,uyuşturucuya geçit yok ,0
1684,sadece son günde diyarbakır lice ,0
1685,tatlı dil çiçek açtırmış olabiler ,0
1686,erkekler genel olarak libidomu düşürüyo ,0
1687,boşuna çağrı yapmayın kanı bozuklar yine ortalığı bulandırmak ellerinden geleni yapacaktır ,0
1688,allah mesut bahtiyar etsin ,0
1689,bakanlar görevi devraldı ,0
1690,hadi bırakın bende çalmaya geldim ,0
1691,alınıyormuş altın üzerinden gidersek dünyada maaşlar altına göre ayarlanır belirlenir ,0
1692,futbolcu prof stediği yere gider aq boş yapıyolar ,0
1693,aycan evrimle makyaj yapma videosu çeksin ,0
1694,nisandan beri sağlık bakanı enfekte sağlık çalışanı sayısını söylemedi ,0
1695,stedi kleri kadar kivirsinlar gideceği yer belli di renç kirilmiş ,0
1696,tankerin musluğunu açmak şilede bekleniyorsunuz ,0
1697,aynı gemideyiz kahpeler dümenci ,0
1698,bugün eşimle tl görüşm vard sesi zor çıkıyordu belinn ayaklarının ağrısındn zor konuşuyrdu ,0
1699,vanli yayin istiyoruz kizlar ,0
1700,senin mesleğin ülkede mütedeyyin insanlara iftira atmak başka işin yok ,0
1701,kitaplarla aran yok edebiyata ilgin yok falan filan aynen öyle he he aynen öyle ,0
1702,kardeşimin mekanındayız ,0
1703,bir çiçekle yaz olmaz cerre çıkmak can acısı coplama bayan ,0
1704,sadece bir miktar özgün ol bak değil zorlamaz seni ,0
1705,adalete olan güvenimizi sarsmayın ,0
1706,milyonlarca nsan sizden gelecek umutlu haberi bekliyor ,0
1707,avladığı böceğin tadını beğenmeyen kurbağa ,0
1708,bir müdür kadın memurun poposunu bugün fıstık gibisin elliyor hariç yargıtay üyeleri ,0
1709,kadar açik yapildi gorebilen varmi ,0
1710,watch aşk memnu moron ,0
1711,bin yaşında buzul gölüsün bin yaşında antik şehirsin bin yaşında longoz ormanısın orada öylece duruyor ,0
1712,tartı var terazi var herşeyin bir zamanı var ,0
1713,git kendini fazla patiletmeden ,0
1714,türkiye cumhuriyeti devleti nin yasalarını tanımak türkiye cumhuriyeti devleti hukuki mali bir muhataplık oluştur ,0
1715,online eğitimler gelsin bakalım ekonomi psikoloji özel eğitim iletisim sanatları iyice sabırsızlanıyorum ,0
1716,allah rızası kapının önüne bir kapda sen su koy ,0
1717,tesla nin talebe yetisemedigi bir sürecte alman elektrik otomobil üreticileri iflas ediyorlar ,0
1718,evlere isyerlerine paket servis var mi ,0
1719,hazirandan yana arıza gidermeyen ,0
1720,boykot etmeye cağırıyorum ,0
1721,artık siyasetenizden vazgeçin chp seçmeni isyan ediyor onlar adına üzülüyorum ,0
1722,saçlarının gölgesinde gözlerinin kahvesine ,0
1723,günler gördük ,0
1724,yarraklara gelesiniz inş tiksindik beh artık görgüsüzlüğünüzden yabani sürüsü ,0
1725,tane kaptanlık tane dokunulmazlık almış bir cemal can tane kaptanlık tane dokunulmazlık ,0
1726,bizim mensaha olan ilgimizden size aq ,0
1727,devletlerin egemenlik hakları siber dünyada geçerlidir ,0
1728,bizler attığımız oyları biliyoruz ,0
1729,herkesten soğuduğum zamanlardayım ,0
1730,tepki verilmesin ,0
1731,yıllık tarihi dokuyu yok edip ,0
1732,htimalleri yaktık ,0
1733,kendisine eşantiyon buddy arıyordu zaten ,0
1734,hayir aglatan ,0
1735,simdi buna benzer yaniltici haberler vardir mutlaka ,0
1736,yürüyün be arada evrim mertle zaman yapçak canlıyı bilen var ,0
1737,lu bir hata yaptık bundan pişmanız tekrar etmeyeceğimize söz veriyoruz lütfen ,0
1738,kendi yerim mevcut ,0
1739,aydın çubukçu bütün dünyada olup bitenlere büyük kitle protestolarına katılan gençlerin tepkilerine bakınca açıkça görebilirsiniz ,0
1740,zaten çokta yapmaz dediklerimiz herşeyi yapmadı ,0
1741,kargomu hızlı gönderirmisiniz tatile çıkacağım ,0
1742,olmayan suça müebbet ,0
1743,garip bir hinç var ,0
1744,bre vicdansızlar bre cahiller bre barbarlar binlerce ylık kültürü yok eden acımasız zalimler ,0
1745,kıyamet yakın bence amk ,0
1746,bugün gittiğim çişi yazıcam buraya gün sonunda bakayım günde kaç gidiyomuşum çişe ,0
1747,tepesinden yumruğu yemiş yumruğun şiddeti cücüğü ortaya çıkmış soğan ,0
1748,zaman kpop tanıdım bildim zamandan beri seulgi irene yi karıştırıyorum ,0
1749,ablacım böyle ezikligin verdiği humma kisi mesaj atmış ,0
1750,hukukçular derneği genel merkez teşkilat başkanımız av hatice bozkurt baroların mevcut gelecekteki durumlar ,0
1751,tek yapmanız gereken sponsorları takip etmek herkes açabildiği kadar fake açsın ,0
1752,hakja kime cevap vermiştin ,0
1753,bence doğru olan ,0
1754,jungkook un pastayı yediği anları kamera almışlar ,0
1755,bir tam günü evde oyalanarak geçirebiliyorsunuz nasil ,0
1756,bir khk lı özeleştirisi ,0
1757,birazdan okuyacaklarınızı önce kendimi içine alarak ifade ettiğimi belirtmek isterim ,0
1758,bundan sonra dm ye gelip gülen olursa vereceksen gül vermeyeceksen oynama amk duygularımla dicem yaşasın açık sözlülizm ,0
1759,evden çalış diyorsunuz bugün ,0
1760,yanında sevdiğim cifti güneşi beklerken zamanında izlemiştim hey gidi günler hey kore versiyon ,0
1761,mutheşem olur ,0
1762,yerim seni ben şeker ,0
1763,allah düşmanında kalitelisini versin ,0
1764,yagız abı gel cayımı iç bende sıncandayım dakka var aramzda esnafım ,0
1765,bence önemli sorun metnin kendi içinde tutarlılığı inandırıcılığı meselesidir ,0
1766,hayatın türlü çağlarına taptaze geliriz yaşamımız olursa olsun kere tecrübeden yoksun bulunuruz ,0
1767,arkadaşlar çamaşır yıkarken renklileri aşağıyamı yukarıyamı koyuyorduk ,0
1768,avukat hukukçu egosu bir var rahatsız edicidir ,0
1769,hayır tıpçılarda var onlara yakışıyor ,0
1770,istiyorsunuz aşık olayım beynimi kullanabileyim ,0
1771,allah sadece size çalışmıyor arkadaşlar üzgünüm ,0
1772,seviyorum seviyor musun ,0
1773,ağlıyorum gülüyor musun ,0
1774,özlüyorum gidiyor musun ,0
1775,sevdikçe itiyor musun ,0
1776,peki öyle olsun ,0
1777,hasankeyf yok eden ılısu barajında tekne taşımacılığı başlıyor ,0
1778,aninda kalici geri dönüş ,0
1779,bugün sana yakıyoruz ,0
1780,anlık olaylarını tweet olarak atmışsın genelde idare eder eh işte ,0
1781,eski ikinci metro len çalışan eski metro bilginiz olsun ingiltere deki artık aktif değil ,0
1782,gün içinde sponsorları yapmak zorundayız ,0
1783,allah şifa versin inşlah ,0
1784,yaşamayı ciddiye alacaksın ,0
1785,meyletme gönül sınanırsın ,0
1786,knk insan utanıyor ,0
1787,hepsinin yüzüne konuştu yasin le kadar kavga eden tek kişi yunus emre nin bile yüzüne seni yazarım demiş birisi ,0
1788,herkese sakin olmasini soyleyen bi yandan olayi anlamaya calisan kiz ,0
1789,küçük ayrıntıların yarattığı büyük boşlukların içine düştük ,0
1790,zenginsin fakirsin sağcısın solcusun inan bunlardan hangisi olursan ol beni gerçekten ilgilendirmiyor ,0
1791,bir netflix içeriğini beğenmiyorsan izlemezsin ,0
1792,unesco ayasofya nın isminin değiştirilmesi onayımızı gerektirir buyurmuş ,0
1793,ayasofya camii nin onayını sizden değil ,0
1794,ben sefer partlık değil partlık sms videosu görmek istiyorum bunun official para atmalıyız ,0
1795,tel kapalı şeker ,0
1796,senin tivitinden sonra gördüm ,0
1797,siktir kahpe ,0
1798,çıldırmışsınız ,0
1799,hayatsiz ,0
1800,abd avrupada meşhur üniversiteler yabancı öğrencilerin artık online eğitim alacağını söylüyor ,0
1801,olduğumuzu bir anlasam ,0
1802,senin değil hayvanlar rahat ol ,0
1803,kadına şiddetin karşısında durduğun teşkür ederiz kırmızı işık uygulamamız ,0
1804,kızlar okuyun okumazsanız kolunuza takılan bilezik kocanızın ömür boyu ödeyeceği salon takımıyla övünen ,0
1805,bakkala giderken aykabisini giymeye usenip arkasina basan keko adam hareketi ,0
1806,yıl önce hastaneyi ziyarete gelip dr odasında hekimlerle sohbet ederken ,0
1807,ben vurmasam başkası vuracak nesli tükenmez ,0
1808,karşıyaka taraftarına destek ,0
1809,alkistan sonraki harekete düştüm ,0
1810,kütüphanenin harika bir manzarası var ,0
1811,gerçekleri söylediği ceza verilmiş ,0
1812,abdulhamit han aşağılık deme ,0
1813,hadi bakalım elimizden geleni yapalım ,0
1814,anne tarafı kuzenleri eğitilmezsiniz ,0
1815,zeynep beni bullyliyo ,0
1816,ciddi cdi fatih terim kupasız kapattı sezonu ,0
1817,demir gibiyim yere çak girerim ,0
1818,mutluluğu benimle yaşa ,0
1819,üniversitenin öğrencisi üniversite hayatlarının neredeyse yarısını kampüsten uzak geçirecek ,0
1820,zaten kaleci disindan gol arayan yoktu macta amaci olmayan antalya macta pres yapti savunma ,0
1821,liste uzar bana hayal satma ,0
1822,gerçekler meydanda ,0
1823,buranın ruh sinir hastalıkları hastanesi olduğuna dair yemin edebilirim ,0
1824,biraz böyle olabilirdi eldiven felan mesela ikiside kemer fotoğrafları koyulabilirdi ,0
1825,diğer bölümü izlemeye korkuyorum gerçekten ölmüşse ,0
1826,aile çalışma sosyal politikalar stanbul müdürlüğü nde eylem yapan kadınlar gözaltına alındı ,0
1827,cennetin hayatlarını iyilik yapmaya adamışların yeri olduğunu sanırdım öyle değilmiş ,0
1828,kahreden görüntü çanakkale nin gelibolu ilçesine bağlı ilgardere mevkisindeki ormanlık alanda çıkan atte kontrol altına alınan yangından sonra gelibolu böyle görüntülendi ,0
1829,hayal dunyasina kacma ,0
1830,darbeci hafter kötü haber serrac ın talebi olumlu karşılandı ucm yetkilileri libya geliyor ,0
1831,geliyoruz açın yollaı ,0
1832,kadar öğrenci aylardır yaz okulu istiyoruz örgün eğitim ,0
1833,balyoz hizbuttahrir ilgili başvurularda hukuku referans göstermiş dijital dellerin tek başına delil olamayacağı kararı alınmış ,0
1834,beyaz saray rap konseri vereceği anlamına geliyo ,0
1835,günah işledikçe kalp paslanır sonrasında açılmaz bir kilit halini alır ,0
1836,sarılmak aşarısına yoktur yaraladıkları ,0
1837,sporun güzellikleri ,0
1838,git zaman manyak ,0
1839,yılında yunan orduları tarafından işgal edilmiş büyük taruz un ilk günü olan günü düşman işgalindeydi ,0
1840,yiki doğmuş bir covid emekçisi bırakayım şuracığa sağlıkla güzel günlere ,0
1841,siyasi erk ülkede küçük işletme bırakmamaya and içti ,0
1842,temmuzdan itibaren kafe eczane berber manav lokanta yerler açılacak ,0
1843,allah razı olsun kuramerde çalışan teyzemin oğlu bastıkları kitabları hediye etmişti ,0
1844,bizi kırmassınız dii ,0
1845,ihtiyaç olur satılır niyetiyle arkadaşımın gece gündüz emekle dikilen maskelerinin bir an önce sahiplerine ulaştıralım ,0
1846,türkiye son yılda çıkan yangınlarda bin futbol sahası büyüklüğünde orman kül oldu ,0
1847,allahın cezası pislik küçücük sabiye yaptırdığına bak geber ,0
1848,öğretmen olmak istemiyorum pdr sadece öğretmenlik değil öğretmenliği küçümsemek değil yaptığım sadece kendime ,0
1849,zmit in nsanı genelde canlıya tebbesüm eder etmeyenler somurtanlar sonradan aramıza katılanlar ,0
1850,yılmaz özdil baroların tbmm ye alınmaması nedeniyle eleştirel bir yazı yazdı ,0
1851,lütfen kurallara uyalım tedbiri elden bırakmayalım ,0
1852,dönmesin sakın bol bol yesin böyle kalsın ,0
1853,kanka manit farkı ,0
1854,ücretsiz sikici var ,0
1855,yine gözümüz yükseklerde ,0
1856,bir şarkının sözleri kadarmi güzel olur ,0
1857,benim yazım bitti artık saçlarimda karlar var ,0
1858,düşlerinize diz çökerek değil koşarak ulaşırsınız ,0
1859,srail in filistin topraklarını gasbı karşısında susmak ihanettir ,0
1860,ankara büyükşehir belediye başkanı mansur yavaş telefonda konuşan teyzenin muhteşem anları ,0
1861,başınıza sokayım ,0
1862,gidim baştan başlim bari ,0
1863,uc yillik tatil planini yaptigim icin aglamaya zamanin olmucak cemo ,0
1864,acun eski yarışmacılarla yüzleşme olacak ,0
1865,tadını beğenmediği böceği elinin tersiyle iten kurbağa ,0
1866,sen benim gözyaşlarmıda gördün ,0
1867,sen benim ilk aldığım güldün ,0
1868,seni takip ediyorum ,0
1869,tc halkinin evlilige bakis acisi beni cok yoruo ,0
1870,gücüm yetmiyo ,0
1871,ben var ben tam bir paranoyak psikopatın tekiyim ,0
1872,senin bana atmayan kalbin dursun ,0
1873,kooaman bir aile oldukk ,0
1874,bildiklerimizi konuşmuyoruz bunlar bizi salak sanıyo galiba ,0
1875,kaldı nevşehir semalarından yükselecek mermilere kaldı ,0
1876,türkiye ayasofya yı camiye dönüştürmeye cüret edemez ,0
1877,bekle yapıyorum sırayla geleceğim sana ,0
1878,üniversite kapılarında bekletilen başörtülü bacılardan gerdek odasını paylaşan başörtülü bacılara gelindi ,0
1879,sanatın hiçbir biçimi tek başına dünyayı değiştiremez dünyayı değiştirme mücadelesi sanat olmadan verilemez ,0
1880,kanada ailesiyle gölde gezintiye çıkan adam boğulmak üzere olan yavru kartalı kurtarıyor ,0
1881,fotoğraf çekmiş ,0
1882,hollanda güneş enerjisi üreten ylar yapıyor ,0
1883,götümüze su kaçarsa oruç bozulur derdindeyiz ,0
1884,önce çevre değişir sonra insan değişir ,0
1885,anlık eczanede son ses şarkıyı açtım hayırlı salılar ,0
1886,ayakkabılarımı dışarda bırakmamaya on kat fazla dkat edeceğim insanlar varmış ,0
1887,serseri doğdum serseri ölücem ,0
1888,çılgın stevenin yerinde gözü var ,0
