,message,cyberbullying
3968,kartal avcısı fernando galatasaray ,0
3969,kanatsız oyun oynamaya çalışıyor yok böyle kafa anası kahpe ,1
3970,danla biliç size itici gelmiyor ,1
3971,allahim islama müslümanlara yardim et ,0
3972,dünyaçocukhaklarıgünü kutlu olsun ,0
3973,yine minik bişeyden aşırı mutluyum ,0
3974,şişko yanaklarımi yok edebilirim ,0
3975,adeta hayatı seven bir şerefiz yarın icin ocağa pırasa koydumsimdi dün yaptığım bal kabağı kahvemi alıp dizimi açtım ,0
3976,huzur inceden yağan yağmurun sesidir ahmak islatan cinsinden ,0
3977,istediğimiz şeyler net duruşumuz net cerrahpaşadan vazgeçmeyiz crahpaşaduruşu ,0
3978,pislik bunlar kendi kafalarına göre karar veriyorlar ,1
3979,dorik iyonik korint kadar yaşında çocuğa anlatsan ayırır bunları birbirinden üzerine tartışıyosunuz kadar ,0
3980,ayla nın kocası gönderdi tam bi gavat ,1
3981,bunların allahı varmı orospu savurduklrı kahpe godoş anasının amını sikerim kahpe dlüler ,1
3982,sosyal medya insanların iletişimi değil ben burada olmaktan sıkılıyorum söylemi bağırması arttı yoksa ,0
3983,söylenilen sözler kalıyor kahpe dünyada herşeyden önemlisi kimse bunun farkında değil ,0
3984,bahiste götünü ortaya koymaya alışık anası ibne oğlum diyor ,1
3985,boşnaklar balkan kökenli müslüman türkler dünyanın temiz kalpli insanlarıdır ,0
3986,çıkıp bana kitap okusa dinlerken uyuyakalsam süper olurdu şuan tek ihtiyacım ,0
3987,isl mın temel prensibi önce insan olmaktır ,0
3988,fırıldak dönen karaktersiz insancıklar ,1
3989,hareketlere bak salak çocuk yiycem artik seni ,0
3990,neredeyse akşam trafiği başlayacak istanbulda sabah trafiği yeni bitiyor ,0
3991,çocuğun tecavüze uğramasına göz yumacaksın alacağın ceza bir günlük maaş kesimi ,0
3992,haziranda düğün var ona gidicekmişiz birlikte gebzeye bebe sevmeye gidicez arkadaşımla tanışıcaz ,0
3993,tu bana nazar değmesin ,0
3994,bunlar düşünce filan değil bunlar atmık bunlara saygı duyulmaz bunları sikip dışlayacaksın detroitli çom ,1
3995,ulan dümbük potada olmadıgını bildiginin farkındayım olmadıgı potada bile laf atıcak kadar kud ,1
3996,avmlerde sevgili tişörtü giyip andaval gezmeye utanmıyor musunuz ,1
3997,oynatmaya kaldı doktorum ,0
3998,ben sinirli değilim çevremdekiler beyinsiz ,1
3999,neyse konuşup ikna etti ,0
4000,allah hikmetiyle bir kapıyı kapatırsa rahmetiyle diğerini açar rbi mübarek günü hürmetine bizlere hayırlı kıl ,0
4001,esad ajani isidli pislik ,1
4002,sen gerçek bir karaktersizcibiliyetsiz şerefsizşuursuz gerizeka domuzun tekisin ,1
4003,sinyal yaktigin an yol hakki senin olamaz embesil kardesim ,1
4004,korkaklığın göstergesi olurdu rezil kepaze olurdunuz amk ,1
4005,olmuyor olmuyor olmuyor ahaha ucube ,1
4006,bize karşı savunma oynayıp puan aldığı sevinen başakşehir gs ye atıp şov yapıyor neyin kafasını yaş ,1
4007,emeğinize yüreğinize sağlık halkarenası sözde değil özde atatürk çüyüm diyen herkesin izlemesi gereken bir program ,0
4008,yobaz ,1
4009,sapık dinbazlar ,1
4010,esselamun aleyküm cümleden hayırlı huzurlu bereketli sabahlar hayırlı cumalar cumaniz mübarek dualariniz kabul olsun ,0
4011,dünya çocuk hakları günü kutlu olsun ,0
4012,süper bir gece bitmesin ,0
4013,islam aleminin cumasını kutlamak bana mesaj atıyorsun şeker kardeşim ,0
4014,çocuk gülüşün dünden bir yara aşk bize sıla ,0
4015,günaydın muhteşem taraftarı ,0
4016,hödük valla hödük ,1
4017,çocuk hallerine aşığım gerçekten bir çocken takındığın olgun tavırlarına ,0
4018,sizin müzik listesini hazırlıyor yahu nefis seçimler ,0
4019,güzel sabahlar sabah namazı başlar hayırlı sabahlar allah devletimizi mletimizi reisimizi korusun inşallah ,0
4020,devam edin beyinsiz hocayla cok yersiniz ,1
4021,yok söz biteli oldu hak ettikleri kadar arsız yüzsüz yalancı pişkin oldukları surat ,1
4022,herkese günaydın senin allah belanı versin yloz kevaşe ,1
4023,bahar sen geri zekalı mısın kızım ezel sana uçan balon almış sende artistlik yapacağım onları bırakıyorsun ,1
4024,nobel edebiyat ödülü sene verilmeyecek ,0
4025,serefiz dokunma çocuklarımıza ,1
4026,gamsız veled bir baltaya sap olamadı ,1
4027,ayy sıkıldım oglum kızım okuldan gelince yaparım tamam yap burda söylüyorsun sarı pişmiş bilmiş hemşeri ,0
4028,vefat eden babasının yıllar sonra fotoğrafını gören adam ,0
4029,bi bitmedi dallama ,1
4030,manga yalvarırım ben ölene kadar şarkı çıkartın ,0
4031,senin bayramın kutlu olsun fırlama ,1
4032,liboş aman ha çıldırmayasın bak ağlamayın sonra ,1
4033,ayışığında salıncağa bin salla kendini olabildiğince yükseklere ,0
4034,doğru bir açıklama kardeşim tebrikler ,0
4035,gerizeka bir bok bilmiyor takım taraftarın gazına oynuyor acilen kovun yoksa herşey geç olabilir ,1
4036,aşağılık pislik ,1
4037,rakı candır spordur huzur dur sağlıktır içmesini bilene ben bugünde rakımla beraberim mutluyum ,0
4038,bir insana du et demek sana güveniyorum demenin güvenilir şeklidir hayırlı kapılar du yla açılır ,0
4039,neyse amk banane bunu mi dert edineyim ,1
4040,hergün makyaj yapıp gün yapmayınca hasta ortada dolaşmak yerine arada bir yapıp makyajın güzelleştirme etkisi ,0
4041,genşler bırakın birazcık yorgunluktan öleyim ben yatın zıbarın anca gebeş gebeş oturun ,1
4042,taş kağıt makasa forma kaybeden maldır amk hayvan çocuksun döv al ,1
4043,bilmesek he dicez butün domates ceviz atmış evlat olsa sevilmez lensli iticii ,0
4044,youtube yorumlarına bir bakıyım dedim heryer yeni armyle dolu army büyüyor mutluyum kadar ilerl ,0
4045,sen misin lan ibne ,1
4046,herkes ayrı telden çalıyor ben konuşamıyorum diyorbiri konuşmaktan asla vazgeçmiyorbiri biraz ciddiyet diyor ,0
4047,başarılar dilerim abicim allah sizinle olsun ,0
4048,şuan konuşan pezevenk atatürk ün nefret edilecek neyi var söyliceksin bekliyorum vizyonsuz pezevenk ,1
4049,,0
4050,insanlar kavgadan bıktı usandı ,0
4051,lan dingil senden mi öğrenecek millet kime oy vereceğini angut sen beğenmiyorsan vermezsin ,1
4052,süpersin uğur amca sen susma ,0
4053,sofi tukkerin sarkisi cok basarili ,0
4054,ilaydayı kursa sürükledim mutluyum ,0
4055,tokatlaya tokatlaya sikerim göt deliğini sürtük ,1
4056,ben kış mış değilim olm manyak mısınız nesiniz la havle normal insanım kışta değilim yazda değilim ,1
4057,gediz deltası kuş cennetine otoban yol köprü projesi yapılmaz ,0
4058,önemli bir site kaynak araştırmalar var tebrikler ,0
4059,kevaşe gönlün gavat dolu yine sen bilirsin ,1
4060,islamda kadın burka giyer yüzünü kapatı ,0
4061,mutluyum mutluyum anlatamam ,0
4062,yavşak herif varya hepiniz aynısınız sözünü yaşatma çabanız gerçekten göz yaşartıcı dalga geçmiyorum ciddi anlamda ,1
4063,kes sesini bücür ,1
4064,bak allasen hitlere benzemeye çalışmış pust ,1
4065,gebeş işte boş atıyo tinerci gebeş ,1
4066,soytarı dediğinin farkında değil herhalde yada sahte kabadayılık yapıyor çakal ,1
4067,danla biliç zayıfmış elbiseyi gitymen ,0
4068,hayırlı mutlu huzurlu akşamlar değerli arkadaşım sevgiler selamlar ,0
4069,iyy yamuk suratlı aşifte ,1
4070,ozelden konuşsak şerefsiz namussuz ahlaksız dümbük ,1
4071,turabi survivor boyunca bütün kufredenlerin cezasını aldı survivor boyunca küfür oldu kimse oyun cezası almad ,0
4072,sabah makyaj yaptığımı unutarak öğlen aynaya baktığımda şaşıran olarak unutkanlık seviyemi zorluyorum bugün ,0
4073,makyaj diyen bir andaval çıkacaktır şimdi ,1
4074,ezik bir sürtük karşıma geçip oynama mağduru ,1
4075,anılcığım zaman tespit tespit yapar insansüpersin ,0
4076,eski sevgilime yıla yakın orospu olcaksın diyordum haklı çıkmışım insanlardaki ışığı görüyorum amk ,1
4077,sizin dedeniz belibende onu diyorum orospu çocuğu ,1
4078,başarılı kadınların ortak özelliği ,0
4079,yaptığım yanlışları yaptığınız yanlışlara sayarsınız kahpe düzenin orospu evlatları ,1
4080,güzelsin bebiş ,0
4081,angut var ,1
4082,cibiliyetsiz haysiyetsiz bunlar kanka ,1
4083,survivor in ilk tanıtımında etkilendiğiniz yarışmacı hangis ,0
4084,fotorafi kac kisinin sayfasinda gorecegiz yalanci orosbu cocugu ollsun ,1
4085,başarılı kadının arkasında kendisi vardır ,0
4086,kuzenimin boyu geçen hafta benden kısaydı şimdi beni geçmiş cüce kalıyorum yanında ,0
4087,sakın görünüşe aldanma ,0
4088,dinazor zirzop pezvenkler ,1
4089,yağmurda iyi mesken belledi aq aynı takımdayız sövüyorum hala andaval ,1
4090,öğretmenler müjde bekliyor artık müjde gelsin okullarda ders anlatmak istiyoruz ,0
4091,gerizeka kreşi galiba yazik sana simdi bunu attın başın göge erdi demi senin anan bacın var ,1
4092,şşt kız kevaşe yeter özendiğin bi kendini bul artık ,1
4093,artık sabahları kalkıp ders çalışmak yerine okula gitmek istiyorum ,0
4094,türkiye mi kaldı embesil adamın emrinde yaşayan köle ruhlu aptal sürüsüne çevirdiniz ülkeyi ,1
4095,ders çalışırken duvarların rengi bile hoş geliyo oturup izliyorum ,0
4096,angut oldugunu anlamiş seni engellemiş lale ,1
4097,kepekli grissiniye çikolata sosu sıkıp yediğim doğrudur ,0
4098,çikolata istiyorum bir sürü çikolata ,0
4099,müslüman film dili geliştirmeli beyazperde konya ,0
4100,güzelsin be karadeniz ,0
4101,amuda kalkip fi muzigi dinliorum artik berdus life smk yim ,0
4102,milliyet gazetesini senedir tanırım böyle çirkef olmamıştı ,1
4103,vücudunuz bütün gün televizyon bilgisayar başında oturmak dizayn edilmedi kalkın hareket edin ,0
4104,kıskanan erkek güzelsin yaa ,0
4105,yağız hazan ,0
4106,haadi bi siktir ,1
4107,gerizeka hıncal uluç top erman toroğlu ,1
4108,çaresizlik bizler hastamız adına yapacak hiçbir şeyimiz kalmadığında hissedilen bir duygu olmalıdır okulumuz elimizde ,0
4109,ciddili bir soru soruyorum elif sen kimsin survivor ,0
4110,hakkımızda hayırlısı olsun ,0
4111,beyinsiz orospu evladi kismi icin favladim yanlis anlasilmasin ,1
4112,düşüncelerle baş etmenin yolunu kitap sayfalarına kaçmakla buluyorum ,0
4113,şükür bugün exolim ,0
4114,böyle bir adam lazım ,0
4115,hiçbir makyaj kapatamaz yüzündeki orospu ,1
4116,aha buda army yüz karası embesil ,1
4117,lan dombili baykuş hasana guven olurmu suya goturur ibne susuz getirir ,1
4118,şişko yanaklarınız kimin umrunda ,1
4119,sizce gavat köpek neyin ardına saklanıyo ayet onların namaz kıldıklarına bakmayın kafir faizci zinacı ,1
4120,orosbunun yüzüne tükür yarabbi şükür der ,1
4121,dünyanın güzel gözleri eşşeklerdedir şarkı yaparsan yurdum abaza şeğin götüne yazılır tabi ,1
4122,amatör şarkı söyleyen insan kadar itici yok ,0
4123,şarlatanşerefsiz yalancı pezevenk bunağın peşinden giden ahmak sürüsü sıfatınıza tüküreyim ,1
4124,özel bir hediyelik kişiye özel kutu ister çikolata ister takı kullan ister nene ister eşine hediye et ,0
4125,istanbul şiir şarkı yazanlar yazdınız zengin misiniz bi geldim öküz pahalı kalabalık korkunç ,0
4126,zula nasılda unuttum seni orospu çocugu ,1
4127,kankam hocadan iyi ders anlatıyor amık ,1
4128,yemek yedim mutluyum bişey kadar mutlu edemezdi ,0
4129,bir erkegin kızlara karşı yalaka olacak sözüne sensin diyecek ara sıra güzel olduğunu söyleyecek yoksa bir işe yaramazsın ,1
4130,arka sokaklar ın mesut komiser şevket çoruh özge turna evlenme teklifi etti ,0
4131,formasına atatürk koyan aydın amatör küme takımlarından arslanlı gençlikspor ziyaret ettik ,0
4132,hafta yine hiçbiri kazansın istemiyorum leş dün ozan amcayi takdir etmistim ukala çıktı ,0
4133,dinidar imansız suslumanlarin çaresiz vicdanlarıher bok oldukta sadece insan olamad ,0
4134,sevmiyorum aşağılık herifin teki oyuncusuna yatarak vakit gecirten hoca iyi olamaz fırat bey ,1
4135,maç sonucu fenerbahçe demir grup sivasspor tebrikler fenerbahçe ,0
4136,ozan bey merhaba ,0
4137,virman zırtapoz sökük dikkafalı ,1
4138,ceg şirret şdet dolu çirkin çirkef ,1
4139,şunan evde yaptığım birçok şeyin hiçbir amacı yook bağrınarak şarkı söylüyorum resmen mdayım ,0
4140,yabancı bir şarkı gibiyimdinleyenim cok anlayanım ,0
4141,lan puşt suç işlemeyenler enayi mi shshd kesin kazanacağız kesin ,1
4142,siyah camfilmlerin arkasında fuhuş sekteröne açtınız teşekkürler uberci piyasada gez ,0
4143,doğum günün kutlu olsun björk bebeğim ,0
4144,artık paramız kadar paramız kadar kanuşmalıyız anne ,0
4145,neymiş derste konuyu anlatacakmışız ulan dersi ben anlatacaksam okulda işim var gider öğretmen olurum amk kskskdkd ,1
4146,ademi koyduğum yere bak sanirsin barzo hanzo ,1
4147,düğün var dediler geldik ,0
4148,fenerbahçemin gerizeka futbolcuları yarında kaybedin orayı yakalım ,1
4149,şuraya bir parası erkeklerin peşinde koşan kızları eleştirdikten sonra snape bile karı kız düşürmek pa ,1
4150,talisca benficalı olmaktan mutluyum ,0
4151,sizini münafık şerefiz bir grup görmedim akp lgbt açılımı yapsa hepiniz bizlerde gayız diyip ,1
4152,senin kurnaz halin benim yanımda andaval ,1
4153,takipten çıkarınca hayatından çıkaramıyorsun şırfıntı aklında bulunsun ,1
4154,bang yongguk mükmel bir sanat eseri ,0
4155,sıktır git koyduğum ,1
4156,koduğumun hakemi şuna gol vermiş pezevenk hakemin sana işaret vermemiş sen ,1
4157,şimdi eline abaküsünü al hesaplamaya başla seni matematik özürlü herif ,1
4158,yüzüme karşı konuşmaya korkup karşımda iki büklüm olan ezik insanla ,1
4159,ağzın bal yesin endericiğim mimiklerine kurban senin kaybetmekorkusu ,0
4160,dolmuşta ilkokul arkadaşımı gördüm kızın saçları sarı fönlü felan makyaj biçim ben hala sabah kalınca yüzümü yıkamaya eriniyorum ,0
4161,senin kalbin kötülük dolu allah gönlüne göre versin başın beladan kurtulmasın fesat yloz ,1
4162,kanbersiz düğün olmazmiş ,0
4163,flood size zorlamamın faydasını görüyorum cdi mutluyum sddf te ,0
4164,lan yalaka sonra çıkar yabancı sınırı dersin ,1
4165,sen okudugun bölümde atomu parcaliyorsun pezevenk ,1
4166,senin kuş beyinli çiftlik bankı gerçek banka zannediyor peki aynı kemal içinde geçerli degilmi ,1
4167,galatasaray maçını pislik kocam yüzünden izleyemiyorum kütahya dönüşünde yoldayım adapazarında trafiğe takıldık ,1
4168,sabah esnaflarımızı ziyaret ediyor hasbihal edip hayırlı işler diliyoruz ,0
4169,bunca yildir nasil gidiyorsak öyle gideriz bizi katleden medeniyet kuslari katletmesin ,0
4170,herkese günaydınn sana kız paçoz sen geber miötekine sahilde çiçekli masada serpme kahvaltı ,1
4171,enanlamlıiyiki ulasastepe ,0
4172,valla fanlar öyle diyormuş hadi hayırlısı ,0
4173,izmir imizin düşman işgalinden kurtuluşu nun yıl dönümü kutlu olsun ,0
4174,neyse işte yarın haftalık günü gidiyorsun otur oturduğun yerde budala ,1
4175,böbreğini satta masrafsız düğün yapalım ,0
4176,tudor kina yaksin gotune zaman ayni hatalar olurmu kahpe seni bi siktir git ,1
4177,cerrahpaşaduruşu sanmayın duruş keyfimizdendircrahpaşanın kaybı maalesef halkımıza acı verecektir ,0
4178,umarım hak peşin kısmı ılahi aşka yöneldiğimizi değil adalet istediğimizi düşündürmüştür kusura bakmayin sürekli ha ,0
4179,iphone beleş müzik uygulaması söyleyin tşk ,0
4180,evren bir sanat ,0
4181,bilgileri embesil gerizeka verecek götümle gülüyorum anlık zuahahha ,1
4182,başakşehir deplasmanına çift forvet çıkarsan böyle lik yaparlar çıkmazsan korkak derler türk basını nda yalaka ,1
4183,milletvekili aday adayı olmuş yaşında çocuk ulan git pornocu izle sen dingil ,1
4184,guzel amcik cekici got superr ,1
4185,şehir yalnizliği ,0
4186,hocam amk mesleğini yapmak istediğinizden emin misiniz ,1
4187,at izi it izine karışmamış bence it iti ısırmaz olayı yaşanıyor dürzü dürzü dakkada bulur ,1
4188,makyaj yapmayan kezban oluyor yapan yollu artık sizde bir karar verin yargılamayı bırakın ,0
4189,hepinizin bildiği konfüçyüsün şöyle bir duası vartanrım bir ev dolusu kitap bir bahçe dolusu çiçek ver ,0
4190,andaval sürüsü zaten köpekten hallice ,1
4191,bugün harikasın canımm ,0
4192,siktir lan yavşak başkan ,1
4193,münafık akşama kadar boş işlerle uğraşır ,1
4194,halkarenası ölümün silemediği başkomutanım tek dünya liderimsinruhun şad mekanın cennet olsun mnettarım ,0
4195,ağzıyla hacamat yapıyorsagol abi iletirim tanışırsam ,1
4196,zafere kala and içtik yolda ,0
4197,siktir lan abd uşağı şerefsiz idam edilmen lazım senin ,1
4198,hay amk zirzop ları ,1
4199,bundan sonra bana hobilerimi sorduğunda müzik dinlemek kitap okumak kore dizisi izlemek düzenli olarak ailem ,0
4200,radyoda güzel bir şarkı çalar sen eve giden yolu uzatırsın ,0
4201,küçükken bir film izlemiştim orada esmer bir kadın vardı ben ona çikolata kadın derdim eısjejsksjdskxjsk ,0
4202,ankara kadar güzelsin ,0
4203,sorunları hala sesimizi duymak istemedin ,0
4204,can yücel kültür sanat festivalinde gün boyu konserler festival sunumu şebnem sönmez zenginleşecek ,0
4205,evli çiftler tek bayanlar hepside erkek sağlam birtane evli çift tek bayan yok yalan dolan amk ,1
4206,moruk içiyor merak ediyorum bir kafa amk ,1
4207,seni güldürmeye mi geldim dünyaya orospu çocuğu ben mutsuz olabiliyorum işte ,1
4208,erik dalı duyunca direk oynama moduna geçiyom bence artık düğün sezonu açılmalı ,0
4209,tanıdığım tanımadığım okul arkadaşlarımla gurur duyduğum yıldır bütünlüğümüzü kadar güzel hisstiğimaile ,0
4210,ilçemize hayırlı olsun başta size emeği geçen ekibe teşekkürler ,0
4211,geleceğin armysi benim yeğenim çocuk bir buçuk yaşında bile olsa beni bizi diğer saygısız insancıklardan iyi an ,0
4212,kapitalist şişko kime benziyor ,1
4213,oldu lan sana girdi çıktı hani aşifte mengü diyordu zu düşünün mille ,1
4214,sıktır git koyduğum ,1
4215,ezhel yine geliyor aşırı mutluyum ,0
4216,delii yaş işte ayık olsa normal dusunecekte ,1
4217,bilgilere ulaşabildin dümbük evet zamanında kanki olduklarından çıkar keşke öyle bir olsa eğlenirdim ,1
4218,işte biraz evvel size dediğim ftan kız oynayan kız ,1
4219,kanalı youtube un başarılı kanallarından inanılmaz mütevazi bir abimiz satranç oynuyor ,0
4220,yok sikim akımı yok bokum akımı yok çift videoları instagram sg hayatımdan ,1
4221,şenol güneş yok yok numaraydı ,0
4222,süpersin harika kilotun min memelerin harika ,0
4223,hocam kahveyi damardan alsak bile size sesinize karşı koyamaz hocam sal bizi hocam abv ,1
4224,başkasının yarattığı mutsuzlukla yaşamaktansa kendi yalnızlığımla yaşarım fikir ,0
4225,saçlarımı kesiyom keko stayla yapcam ,0
4226,burada pek küfür etmem illaki bir dengesiz çıkıp ayar ediyor işte buda embesil ,1
4227,maçtan önce yazayım mossoro dünyanın numaracı anti profesyonel oyuncularından yine tonla pislik yapacaktır ,1
4228,yürüse bile önündekine arkasındakine pandik atar pislik yapar ,1
4229,aynen kardesim utanmassa gomisi gececek ibne ,1
4230,yaa bende fark tim kesmemiş saçları şükür kaos çıktı saçlar yüzünden ,0
4231,haddinden fazla gevşek twitmentionlarınız yüzünden çoğunu engleyesim var embesil hareketler aq veled ,1
4232,yarım yamalağım herşey bombok ,0
4233,öğretim görevlilerinden öğrencilerine personelinden hastasına cerrahpaşaduruşu budur ,0
4234,pislik bi insanım makarnadan nefret ediyorum ,0
4235,ee angut kukla oldumu insan gılıgın daki varlıklar neyap tıgını bilmeyen zavlı lar ,1
4236,su katılmamış bir vatan hainisin yavşak ,1
4237,onun bunun koynundakiler ziyan edilen aşkların şerefine kalksın kadehler sizden bir bok olmaz ,1
4238,diyim mi eve geldim yan binada düğün var kadar olamaz dedim ,0
4239,gerçeğin dışına çıkmayarak yalan söylemek sinema anlayışı olarak diyorum ,0
4240,elinde olmayıpta yorum yapan kerhane çocuğu ,1
4241,hadi lan ordan sikik ,1
4242,keşke sadece ayyaş olsa at hırsızına benziyo oğlun hva anne ,1
4243,demek çikolata zararlı ,0
4244,türk milleti olarak garibiz bileyim sincanlı mustafa taş ankaralı namık kırşehirli bilmem tpstcodzbu gwr ,0
4245,dorydi değil mi yaş grubu dahil hepimizin ağzına sıçtın haltı unuttun film boyunca yeter hatırıma ,1
4246,düğün dansı olur düğünde halay horon olur düsünsenize davut dayı foto rasim deli oynuyor ha ,0
4247,aşırı güzel şarkı be ,0
4248,buyrun yine ezber cümleler solcuyum geçiniyor türk tipi ucube bir solculuk ,1
4249,kardeşim küçümsedin tavuğu yaa lah muhtaç eder valla korkmuyolarda tavuk yiyoruz uygun fiyat hanım abla ,0
4250,sanane be zilli ,1
4251,yavuşak tabii yandaş kaldı ,1
4252,orospu çocukluğu yapıyosunuz ,1
4253,keske asifte dese direk oruspu diyor ,1
4254,götün kaşınmasın ananı sikerim ,1
4255,portakal suyu almaya üşendiğim güzel gecede ayıq geziyorum sen an kafamdan güzelsin ,0
4256,çaylar dallama dlama olmuş ,1
4257,hayırlı günler ,0
4258,yarın okula gitmeye hevesli değilim ilkbahar geldi içimizin pırpır olduğu dönemde aşık olunacak kimse ,0
4259,angut diyen gavat senin ceddini sikerim ,1
4260,sucuk ekmek var yenmi yalaka taraftar grubu şarkı söylemek koltukları boşuna meşgül etmeyin karaktersiz toplulugu ,1
4261,millte göt var amk herkes büyük yarrak peşinde ,1
4262,ikinci gol sonrası galatasaray taraftarının gol sevinci skor farklı olsa şenol güneşin kafasına atacaklardı ,0
4263,iki kişi arasında kalınca şişko olanı seçiyorum sürekli şişko olan şişko zaten üzülmeye meyilli bari ben üzmeyeyim ,0
4264,dayanmak zor yalnızlığına akşamların ,0
4265,bir oluyorvarlığımız elimizden alınıyortarihimiz elimizden alınıyorürettiğimiz bütün iyilikler elimizden alınıyor ,0
4266,azönce ibne ye liralik yemek aldım ben hayatım boyunca liralık bi yemek yemedim valla tebrik ediyorum ,1
4267,endorfin yükseliyorsa seratonin yükselsin ,0
4268,herkes gerizeka ,1
4269,bir amcık amk ,1
4270,allame çkın eser ölme hakkı düğün yahnisi biriktirilme ,0
4271,arada sayın amına koyduğum sen profil fotoğrafına koyduğum adam değilsin öyle davranmaktan vazgeç ,1
4272,tam orospu olmuş kocası öyle diyor ,1
4273,onlar kaybetse birbirlerine hırsız der hizmetçi der kazanıyorlar yine kavgahakaretler havada ,1
4274,dombili bi gelsene bişey dicem ,1
4275,sana estetik yetmez yüz nakli yaptır yosma ,1
4276,mutluyum bugün mesai bitti eve gidiyorum ,0
4277,anlaşılan diziyi izlemiyorsunuz yoksa saçma yaklaşımı öne sürmezdiniz ,0
4278,yarın proje sınavı kitap bitirmem performans gezi yazısı yazmam gerekiyordu bilin bakalım ben naptım ,0
4279,asagilik kompleksli dallama ,1
4280,haysiyetsiz karaktersiz faşist puşt sürüsü ,1
4281,ağzına yarragi koydum ferahladim ,1
4282,murat ceylan severler gündür ekrana ekmek banıyor aman nazar değmesin ,0
4283,gelirse benim fikrim başarılı olur ,0
4284,hadi yee bakalım lerin çikolata olmuş ,0
4285,sol taraf felç ag cocugu tudor sol beki cok aradın oçç ısrarla oynatıyorsun sol acık tolga oynuyor be ag oglu ,1
4286,isterse makyaj yapar dudak büzer allah kişi arasında kimse buna karışamaz ,0
4287,köprü yol istiyorum ,0
4288,promote liyamam andaval ,1
4289,bizim taraftarımız adebayor topçumu zamandır top oynamıyor diyodu pislik diyordu şimdi izlersiniz böyle ,0
4290,bir fenerbahçeli olarak beşiktaş türkiye taraftarına başarılar dilerim come to beşiktaş ,0
4291,pezevenk fenerbahçeli değil yemeyin artık trollemeleri ,1
4292,hocamız orospu çocugu ,1
4293,hayırlısı inşalah teşekkür ederim ,0
4294,kes lan serefiz roman ,1
4295,tövbe et pezevenk ,1
4296,hahahahaha asdfghhghjş adamsın nusret usta ,0
4297,konusunu ağa babalarınız gündeme getirmiyor sizin tıfıllar ilgileniyor konuylaçünkü ,0
4298,tamam kardeşim araba senin sana aitaraba dedim pardon bmw bileyim kaputu açıp resim çekmene gerek yoktu amk ,1
4299,oturdum hesap ettim nasılsa bugün ,0
4300,hülya avşr filmine bir masturbasyon bir duş sahnesi filan koyaydin sex satar iyi sen bilirsin ,1
4301,gerizeka ergen triplerinizin lüzumu yok ,1
4302,domal sikerim seni ,1
4303,sen önce kadına bakış açını değiştir bence kendi andaval ruh halinden kurtulmuş olursun ,1
4304,yeğenim elimde telefon görünce başıma dikiliyor sen napıyorsun hala diyip telefona bakıyor okumayı biliyor pro ,0
4305,havadan sudan konuşurken bi anda seni üzdüler diyen bi güruh var alakası var oç hava diyorum sıcak tamamen iklimsel ,1
4306,bizim oğlan geçen internet mi önce icat edildi yoksa bilgisayar dedi tam salak muamelesi yapacak ,0
4307,vee serdar ordaçın takipçileri arıyoor demet özdemiri davranışından dolayı tebrik ediyoruz ,0
4308,ronaldo tam krt amına koyum tavşan ibne ,1
4309,valla sana ds atacaktım onu bile hak etmiyorsun bücür ,1
4310,eve dönerken bir şarkı dinledim ağlama dedim sakın ağlama ,0
4311,ben duyguyla saç başa gireceğim kaldı biçim yönetim salak karıya vermişsiniz bütün yetkileri ,1
4312,benim evli godoş kocalar burdamı kimse yokmu konuşacak ,1
4313,güneşin çiçekleri renklendirmesi sanatta hayata renk verir ,0
4314,anandır gerizeka orpspu çocuğu sokak fahişe ananın önünde siksinler seni piç kurusu kaltak ,1
4315,bukadar beyinsiz olabilir mi yaww iki farklı yeniksin oyun cu değişiyor ln taşak geçer ,1
4316,lan bücür amma komiksin ha ,1
4317,rezil şırfıntı ,1
4318,anılın birsenin son kalan topunu karşıya geçip telekinezi yoluyla düşürmeye çalışması ,0
4319,eglenceyse eglence ,0
4320,çikolata yediğimizde mutlu hissetmemizin sebebi karaciğerimizin çikolatayü alkole dönüştürmesiymiş küfür ,0
4321,türkiye milyona yakın çocuk işçi var ,0
4322,elin sinirini benden çıkarıyosun kahpe kamon aç telefonu aç çıkışa gel ,1
4323,doğanın işleyişi bozulmamalıdır ranta kurban edilmemelidir intikamı acı oluyor ,0
4324,orospu memurun bahşişini önden vercen dediği zaman jüriyi merak ediyom ben ,1
4325,exo nun teaserlarını izlerken birden gelen gerizeka olduğunu anlama hissi ,0
4326,keşfetimde seni görmekten bıktım lütfen makyaj yapma sana yalvarırım ,0
4327,olm zayn iyice tırrek oldu ,1
4328,kainattaki muhteşem muzam denge ahenk alemlerin tek sahibini ilahını zikrediyorkalbimizin atışında ,0
4329,kimi nerden kovuyon hödük götün yiyorsa istanbul zeytinburnunda ,1
4330,yahu ben zamanın seni takipten düştüm sen hangi aptal kuyruğu kısıp geri geliyon harbi burda andaval güldürüyonuz beni sağolun ,1
4331,hoşgeldin dedik sıra veda busesinde ,0
4332,tipini siktiğime hangi yokluktaki abaza hergün çiçek gönderiyor anlamış değilim ,1
4333,onun geri akıyor kadın yaşındaki tatlı şirin kız hala değişmiyor değişme böyle kal ,0
4334,unutmadik seni bölücü yavşak ,1
4335,bi tek bunlar var başka yok bunlar angut ,1
4336,güzelsin istanbul günahk rsın ,0
4337,evet gün gebeş gebeş erkekler tuvaletine girip çıkarken fark etmedim dünkü hatalarımdan ders almayı biliyorum teşekkürler ,1
